genome_region,gng_linkage_group,refseq_id,social_bias,social_bias_direction
recombining,lg7,LOC105198240,non-significant,Non-diff
recombining,lg7,LOC105198241,non-significant,Non-diff
recombining,lg7,LOC105198242,non-significant,Non-diff
recombining,lg7,LOC105198244,non-significant,Non-diff
recombining,lg7,LOC105198245,non-significant,Non-diff
recombining,lg7,LOC105198246,non-significant,Non-diff
recombining,lg7,LOC105198247,non-significant,Non-diff
recombining,lg7,LOC105198248,non-significant,Non-diff
recombining,lg7,LOC105198249,non-significant,Non-diff
recombining,lg7,LOC105198250,non-significant,Non-diff
recombining,lg7,LOC105198251,non-significant,Non-diff
recombining,lg7,LOC105198252,non-significant,Non-diff
recombining,lg7,LOC105198254,non-significant,Non-diff
recombining,lg7,LOC105198255,non-significant,Non-diff
recombining,lg7,LOC105198256,non-significant,Non-diff
recombining,lg7,LOC105198257,non-significant,Non-diff
recombining,lg7,LOC105198258,non-significant,Non-diff
recombining,lg7,LOC105198259,non-significant,Non-diff
recombining,lg7,LOC105198260,non-significant,Non-diff
recombining,lg7,LOC105198262,non-significant,Non-diff
recombining,lg7,LOC105198263,non-significant,Non-diff
recombining,lg7,LOC105201628,non-significant,Non-diff
recombining,lg7,LOC105201629,non-significant,Non-diff
recombining,lg7,LOC105201630,non-significant,Non-diff
recombining,lg7,LOC105201631,non-significant,Non-diff
recombining,lg7,LOC105201632,non-significant,Non-diff
recombining,lg7,LOC105201633,non-significant,Non-diff
recombining,lg7,LOC105201634,non-significant,Non-diff
recombining,lg7,LOC105201635,non-significant,Non-diff
recombining,lg7,LOC105201636,non-significant,Non-diff
recombining,lg7,LOC105201637,non-significant,Non-diff
recombining,lg7,LOC105201638,non-significant,Non-diff
recombining,lg7,LOC105201639,non-significant,Non-diff
recombining,lg7,LOC105201640,non-significant,Non-diff
recombining,lg7,LOC105201641,non-significant,Non-diff
recombining,lg7,LOC105201642,non-significant,Non-diff
recombining,lg7,LOC105201643,non-significant,Non-diff
recombining,lg7,LOC105201644,non-significant,Non-diff
recombining,lg7,LOC105201645,non-significant,Non-diff
recombining,lg7,LOC105201646,non-significant,Non-diff
recombining,lg7,LOC105201647,non-significant,Non-diff
recombining,lg7,LOC105201649,non-significant,Non-diff
recombining,lg7,LOC105201650,non-significant,Non-diff
recombining,lg7,LOC105201651,non-significant,Non-diff
recombining,lg7,LOC105201652,non-significant,Non-diff
recombining,lg7,LOC105201653,non-significant,Non-diff
recombining,lg7,LOC105201654,non-significant,Non-diff
recombining,lg7,LOC105201655,non-significant,Non-diff
recombining,lg7,LOC105201656,non-significant,Non-diff
recombining,lg7,LOC105201657,non-significant,Non-diff
recombining,lg7,LOC105201658,non-significant,Non-diff
recombining,lg7,LOC105201659,non-significant,Non-diff
recombining,lg7,LOC105201660,non-significant,Non-diff
recombining,lg7,LOC105201661,non-significant,Non-diff
recombining,lg7,LOC105201662,non-significant,Non-diff
recombining,lg7,LOC105201663,non-significant,Non-diff
recombining,lg7,LOC105201664,non-significant,Non-diff
recombining,lg7,LOC105201665,non-significant,Non-diff
recombining,lg7,LOC105201666,non-significant,Non-diff
recombining,lg7,LOC105201667,non-significant,Non-diff
recombining,lg7,LOC105201668,non-significant,Non-diff
recombining,lg7,LOC105201669,non-significant,Non-diff
recombining,lg7,LOC105201671,non-significant,Non-diff
recombining,lg7,LOC105201672,non-significant,Non-diff
recombining,lg7,LOC105201673,non-significant,Non-diff
recombining,lg7,LOC105201674,non-significant,Non-diff
recombining,lg7,LOC105201675,non-significant,Non-diff
recombining,lg7,LOC105201676,non-significant,Non-diff
recombining,lg7,LOC105201677,non-significant,Non-diff
recombining,lg7,LOC105201678,non-significant,Non-diff
recombining,lg7,LOC105201679,non-significant,Non-diff
recombining,lg7,LOC105201680,non-significant,Non-diff
recombining,lg7,LOC105201681,non-significant,Non-diff
recombining,lg7,LOC105201682,non-significant,Non-diff
recombining,lg7,LOC105201683,non-significant,Non-diff
recombining,lg7,LOC105201684,non-significant,Non-diff
recombining,lg7,LOC105201685,non-significant,Non-diff
recombining,lg7,LOC105201686,non-significant,Non-diff
recombining,lg7,LOC105205396,non-significant,Non-diff
recombining,lg7,LOC105205397,non-significant,Non-diff
recombining,lg7,LOC105205398,non-significant,Non-diff
recombining,lg7,LOC105205399,non-significant,Non-diff
recombining,lg7,LOC105205400,non-significant,Non-diff
recombining,lg7,LOC105205401,non-significant,Non-diff
recombining,lg7,LOC105205402,non-significant,Non-diff
recombining,lg7,LOC105205403,non-significant,Non-diff
recombining,lg7,LOC105205404,non-significant,Non-diff
recombining,lg7,LOC105205405,non-significant,Non-diff
recombining,lg7,LOC105205406,non-significant,Non-diff
recombining,lg7,LOC105205407,non-significant,Non-diff
recombining,lg7,LOC105205409,non-significant,Non-diff
recombining,lg7,LOC105205410,non-significant,Non-diff
recombining,lg7,LOC105205411,non-significant,Non-diff
recombining,lg7,LOC105205412,non-significant,Non-diff
recombining,lg7,LOC105205413,non-significant,Non-diff
recombining,lg7,LOC105205414,non-significant,Non-diff
recombining,lg7,LOC105205415,non-significant,Non-diff
recombining,lg7,LOC105205416,non-significant,Non-diff
recombining,lg7,LOC105205417,non-significant,Non-diff
recombining,lg7,LOC105205419,non-significant,Non-diff
recombining,lg7,LOC105205420,non-significant,Non-diff
recombining,lg7,LOC105205421,non-significant,Non-diff
recombining,lg7,LOC105205422,non-significant,Non-diff
recombining,lg7,LOC105205423,non-significant,Non-diff
recombining,lg7,LOC105205424,non-significant,Non-diff
recombining,lg7,LOC105195854,non-significant,Non-diff
recombining,lg7,LOC105195855,non-significant,Non-diff
recombining,lg7,LOC105195856,non-significant,Non-diff
recombining,lg7,LOC105195857,non-significant,Non-diff
recombining,lg7,LOC105195858,non-significant,Non-diff
recombining,lg7,LOC105195860,non-significant,Non-diff
recombining,lg7,LOC105195861,non-significant,Non-diff
recombining,lg7,LOC105195862,non-significant,Non-diff
recombining,lg7,LOC105195863,non-significant,Non-diff
recombining,lg7,LOC105195864,non-significant,Non-diff
recombining,lg7,LOC105195865,non-significant,Non-diff
recombining,lg7,LOC105195866,non-significant,Non-diff
recombining,lg7,LOC105195867,non-significant,Non-diff
recombining,lg7,LOC105195868,non-significant,Non-diff
recombining,lg7,LOC105195869,non-significant,Non-diff
recombining,lg7,LOC105195870,non-significant,Non-diff
recombining,lg7,LOC105195871,non-significant,Non-diff
recombining,lg7,LOC105195872,non-significant,Non-diff
recombining,lg7,LOC105195873,non-significant,Non-diff
recombining,lg7,LOC105195874,non-significant,Non-diff
recombining,lg7,LOC105195875,non-significant,Non-diff
recombining,lg7,LOC105195876,significant,Poly
recombining,lg7,LOC105195877,non-significant,Non-diff
recombining,lg7,LOC105195878,non-significant,Non-diff
recombining,lg7,LOC105195880,non-significant,Non-diff
recombining,lg7,LOC105195881,non-significant,Non-diff
recombining,lg7,LOC105195882,non-significant,Non-diff
recombining,lg7,Trnav-cac,non-significant,Non-diff
recombining,lg7,LOC105196585,non-significant,Non-diff
recombining,lg7,LOC105196720,non-significant,Non-diff
recombining,lg7,LOC105196795,non-significant,Non-diff
recombining,lg7,LOC105196875,significant,Poly
recombining,lg7,LOC105196964,non-significant,Non-diff
recombining,lg7,LOC105197195,non-significant,Non-diff
recombining,lg7,LOC105197245,non-significant,Non-diff
recombining,lg7,LOC105197390,non-significant,Non-diff
recombining,lg7,LOC105197505,non-significant,Non-diff
recombining,lg7,LOC105197580,non-significant,Non-diff
recombining,lg7,LOC105197707,non-significant,Non-diff
recombining,lg7,LOC105197943,non-significant,Non-diff
recombining,lg7,LOC105198032,non-significant,Non-diff
recombining,lg7,LOC105198234,non-significant,Non-diff
recombining,lg7,LOC105198316,non-significant,Non-diff
recombining,lg7,LOC105198404,non-significant,Non-diff
recombining,lg7,LOC105198492,non-significant,Non-diff
recombining,lg7,LOC105198576,non-significant,Non-diff
recombining,lg7,LOC105198732,non-significant,Non-diff
recombining,lg7,LOC105198882,non-significant,Non-diff
recombining,lg7,LOC105198958,non-significant,Non-diff
recombining,lg7,LOC105199029,non-significant,Non-diff
recombining,lg7,LOC105199100,non-significant,Non-diff
recombining,lg7,LOC105199192,non-significant,Non-diff
recombining,lg7,LOC105199270,non-significant,Non-diff
recombining,lg7,LOC105199490,non-significant,Non-diff
recombining,lg7,LOC105199569,non-significant,Non-diff
recombining,lg7,LOC105199750,non-significant,Non-diff
recombining,lg7,LOC105199823,non-significant,Non-diff
recombining,lg7,LOC105199898,non-significant,Non-diff
recombining,lg7,LOC105199980,non-significant,Non-diff
recombining,lg7,LOC105200116,non-significant,Non-diff
recombining,lg7,LOC105200193,non-significant,Non-diff
recombining,lg7,LOC105200272,non-significant,Non-diff
recombining,lg7,LOC105200347,non-significant,Non-diff
recombining,lg7,LOC105200499,non-significant,Non-diff
recombining,lg7,LOC105200619,non-significant,Non-diff
recombining,lg7,LOC105200768,non-significant,Non-diff
recombining,lg7,LOC105200890,non-significant,Non-diff
recombining,lg7,LOC105200976,non-significant,Non-diff
recombining,lg7,LOC105201052,non-significant,Non-diff
recombining,lg7,LOC105201648,non-significant,Non-diff
recombining,lg7,LOC105201817,non-significant,Non-diff
recombining,lg7,LOC105202087,non-significant,Non-diff
recombining,lg7,LOC105202171,non-significant,Non-diff
recombining,lg7,LOC105202310,non-significant,Non-diff
recombining,lg7,LOC105202582,non-significant,Non-diff
recombining,lg7,LOC105202809,non-significant,Non-diff
recombining,lg7,LOC105202881,non-significant,Non-diff
recombining,lg7,LOC105203111,non-significant,Non-diff
recombining,lg7,LOC105203187,non-significant,Non-diff
recombining,lg7,LOC105203275,non-significant,Non-diff
recombining,lg7,LOC105203411,non-significant,Non-diff
recombining,lg7,LOC105203487,non-significant,Non-diff
recombining,lg7,LOC105203719,non-significant,Non-diff
recombining,lg7,LOC105203806,non-significant,Non-diff
recombining,lg7,LOC105203897,non-significant,Non-diff
recombining,lg7,LOC105203959,non-significant,Non-diff
recombining,lg7,LOC105204032,non-significant,Non-diff
recombining,lg7,LOC105204103,non-significant,Non-diff
recombining,lg7,LOC105204237,non-significant,Non-diff
recombining,lg7,LOC105204321,non-significant,Non-diff
recombining,lg7,LOC105204395,non-significant,Non-diff
recombining,lg7,LOC105204470,non-significant,Non-diff
recombining,lg7,LOC105204548,non-significant,Non-diff
recombining,lg7,LOC105204623,non-significant,Non-diff
recombining,lg7,LOC105204703,non-significant,Non-diff
recombining,lg7,LOC105204889,non-significant,Non-diff
recombining,lg7,LOC105204963,non-significant,Non-diff
recombining,lg7,LOC105205042,non-significant,Non-diff
recombining,lg7,LOC105205127,non-significant,Non-diff
recombining,lg7,LOC105205212,non-significant,Non-diff
recombining,lg7,LOC105205284,non-significant,Non-diff
recombining,lg7,LOC105205369,non-significant,Non-diff
recombining,lg7,LOC105205448,non-significant,Non-diff
recombining,lg7,LOC105205529,non-significant,Non-diff
recombining,lg7,LOC105205609,non-significant,Non-diff
recombining,lg7,Trnai-aau,non-significant,Non-diff
recombining,lg7,LOC105199875,non-significant,Non-diff
recombining,lg7,LOC105199876,non-significant,Non-diff
recombining,lg7,LOC105199878,non-significant,Non-diff
recombining,lg7,LOC105199879,non-significant,Non-diff
recombining,lg7,LOC105199880,non-significant,Non-diff
recombining,lg7,LOC105199881,non-significant,Non-diff
recombining,lg7,LOC105199882,non-significant,Non-diff
recombining,lg7,LOC105199883,non-significant,Non-diff
recombining,lg7,LOC105199884,non-significant,Non-diff
recombining,lg7,LOC105199886,non-significant,Non-diff
recombining,lg7,LOC105199887,non-significant,Non-diff
recombining,lg7,LOC105199888,non-significant,Non-diff
recombining,lg7,LOC105199889,non-significant,Non-diff
recombining,lg7,LOC105199890,non-significant,Non-diff
recombining,lg7,LOC105199891,non-significant,Non-diff
recombining,lg7,LOC105199892,non-significant,Non-diff
recombining,lg7,LOC105199894,non-significant,Non-diff
recombining,lg7,LOC105199895,non-significant,Non-diff
recombining,lg7,LOC105199897,non-significant,Non-diff
recombining,lg7,LOC105199899,non-significant,Non-diff
recombining,lg7,LOC105199900,significant,Poly
recombining,lg7,LOC105199902,non-significant,Non-diff
recombining,lg7,LOC105199903,non-significant,Non-diff
recombining,lg7,LOC105199904,non-significant,Non-diff
recombining,lg7,LOC105199905,non-significant,Non-diff
recombining,lg7,LOC105199906,non-significant,Non-diff
recombining,lg7,LOC105199907,non-significant,Non-diff
recombining,lg7,LOC105199909,non-significant,Non-diff
recombining,lg7,LOC105199910,non-significant,Non-diff
recombining,lg7,LOC105199911,non-significant,Non-diff
recombining,lg7,LOC105199912,non-significant,Non-diff
recombining,lg7,LOC105199913,non-significant,Non-diff
recombining,lg7,LOC105199915,non-significant,Non-diff
recombining,lg7,LOC105199916,non-significant,Non-diff
recombining,lg7,LOC105199917,non-significant,Non-diff
recombining,lg7,LOC105199918,non-significant,Non-diff
recombining,lg7,LOC105199919,non-significant,Non-diff
recombining,lg7,LOC105199920,non-significant,Non-diff
recombining,lg7,LOC105199921,non-significant,Non-diff
recombining,lg7,LOC105199922,non-significant,Non-diff
recombining,lg7,LOC105199923,non-significant,Non-diff
recombining,lg7,LOC105199924,non-significant,Non-diff
recombining,lg7,LOC105199925,non-significant,Non-diff
recombining,lg7,LOC105199926,non-significant,Non-diff
recombining,lg7,LOC105199927,non-significant,Non-diff
recombining,lg7,LOC105199928,non-significant,Non-diff
recombining,lg7,LOC105199929,non-significant,Non-diff
recombining,lg7,LOC105199930,non-significant,Non-diff
recombining,lg7,LOC105199931,non-significant,Non-diff
recombining,lg7,LOC105199932,non-significant,Non-diff
recombining,lg7,LOC105199933,non-significant,Non-diff
recombining,lg7,LOC105199934,non-significant,Non-diff
recombining,lg7,LOC105199935,non-significant,Non-diff
recombining,lg7,LOC105199936,non-significant,Non-diff
recombining,lg7,LOC105199937,non-significant,Non-diff
recombining,lg7,LOC105199938,non-significant,Non-diff
recombining,lg7,LOC105199939,non-significant,Non-diff
recombining,lg7,LOC105199941,non-significant,Non-diff
recombining,lg7,LOC105199942,non-significant,Non-diff
recombining,lg7,LOC105199943,non-significant,Non-diff
recombining,lg7,LOC105199944,non-significant,Non-diff
recombining,lg7,LOC105199945,non-significant,Non-diff
recombining,lg7,LOC105199946,non-significant,Non-diff
recombining,lg7,LOC105199947,non-significant,Non-diff
recombining,lg7,LOC105199948,non-significant,Non-diff
recombining,lg7,LOC105199949,non-significant,Non-diff
recombining,lg7,LOC105199951,non-significant,Non-diff
recombining,lg7,LOC105199952,non-significant,Non-diff
recombining,lg7,LOC105199953,non-significant,Non-diff
recombining,lg7,LOC105199954,non-significant,Non-diff
recombining,lg7,LOC105199955,non-significant,Non-diff
recombining,lg7,LOC105199956,non-significant,Non-diff
recombining,lg7,LOC105199957,non-significant,Non-diff
recombining,lg7,LOC105199958,non-significant,Non-diff
recombining,lg7,LOC105199959,non-significant,Non-diff
recombining,lg7,LOC105199960,non-significant,Non-diff
recombining,lg7,LOC105199961,non-significant,Non-diff
recombining,lg7,Trnar-acg,non-significant,Non-diff
recombining,lg7,LOC105200084,non-significant,Non-diff
recombining,lg7,LOC105200100,non-significant,Non-diff
recombining,lg7,LOC105200104,non-significant,Non-diff
recombining,lg7,LOC105195042,non-significant,Non-diff
recombining,lg7,LOC105195043,non-significant,Non-diff
recombining,lg7,LOC105195045,non-significant,Non-diff
recombining,lg7,LOC105195046,non-significant,Non-diff
recombining,lg7,LOC105195047,non-significant,Non-diff
recombining,lg7,LOC105195048,non-significant,Non-diff
recombining,lg7,LOC105195049,non-significant,Non-diff
