genome_region,gng_linkage_group,refseq_id,social_bias,social_bias_direction
recombining,lg3,LOC105199398,non-significant,Non-diff
recombining,lg3,LOC105199399,non-significant,Non-diff
recombining,lg3,LOC105199400,non-significant,Non-diff
recombining,lg3,LOC105199401,non-significant,Non-diff
recombining,lg3,LOC105199402,non-significant,Non-diff
recombining,lg3,LOC105199403,non-significant,Non-diff
recombining,lg3,LOC105199405,non-significant,Non-diff
recombining,lg3,LOC105199406,non-significant,Non-diff
recombining,lg3,LOC105199408,non-significant,Non-diff
recombining,lg3,LOC105199409,non-significant,Non-diff
recombining,lg3,LOC105199410,non-significant,Non-diff
recombining,lg3,LOC105199411,non-significant,Non-diff
recombining,lg3,LOC105199412,non-significant,Non-diff
recombining,lg3,LOC105199413,non-significant,Non-diff
recombining,lg3,LOC105199414,non-significant,Non-diff
recombining,lg3,LOC105199416,non-significant,Non-diff
recombining,lg3,LOC105199417,non-significant,Non-diff
recombining,lg3,LOC105199418,non-significant,Non-diff
recombining,lg3,LOC105199419,non-significant,Non-diff
recombining,lg3,LOC105199420,non-significant,Non-diff
recombining,lg3,LOC105199421,non-significant,Non-diff
recombining,lg3,LOC105199423,non-significant,Non-diff
recombining,lg3,LOC105199424,non-significant,Non-diff
recombining,lg3,LOC105199425,non-significant,Non-diff
recombining,lg3,LOC105199426,non-significant,Non-diff
recombining,lg3,LOC105199427,non-significant,Non-diff
recombining,lg3,LOC105199428,non-significant,Non-diff
recombining,lg3,LOC105199429,non-significant,Non-diff
recombining,lg3,LOC105199430,non-significant,Non-diff
recombining,lg3,LOC105199432,non-significant,Non-diff
recombining,lg3,LOC105199433,non-significant,Non-diff
recombining,lg3,LOC105199434,non-significant,Non-diff
recombining,lg3,LOC105199435,non-significant,Non-diff
recombining,lg3,LOC105199436,non-significant,Non-diff
recombining,lg3,LOC105199437,non-significant,Non-diff
recombining,lg3,LOC105199438,non-significant,Non-diff
recombining,lg3,LOC105199440,non-significant,Non-diff
recombining,lg3,LOC105199441,non-significant,Non-diff
recombining,lg3,LOC105199442,non-significant,Non-diff
recombining,lg3,LOC105199443,non-significant,Non-diff
recombining,lg3,LOC105199444,non-significant,Non-diff
recombining,lg3,LOC105199445,non-significant,Non-diff
recombining,lg3,LOC105199446,non-significant,Non-diff
recombining,lg3,LOC105199447,non-significant,Non-diff
recombining,lg3,LOC105199448,non-significant,Non-diff
recombining,lg3,LOC105199449,non-significant,Non-diff
recombining,lg3,LOC105199450,non-significant,Non-diff
recombining,lg3,LOC105199451,non-significant,Non-diff
recombining,lg3,LOC105199452,non-significant,Non-diff
recombining,lg3,LOC105199453,non-significant,Non-diff
recombining,lg3,LOC105199454,non-significant,Non-diff
recombining,lg3,LOC105199455,non-significant,Non-diff
recombining,lg3,LOC105199457,non-significant,Non-diff
recombining,lg3,LOC105199458,non-significant,Non-diff
recombining,lg3,LOC105199459,non-significant,Non-diff
recombining,lg3,LOC105199460,non-significant,Non-diff
recombining,lg3,LOC105199461,non-significant,Non-diff
recombining,lg3,LOC105199462,non-significant,Non-diff
recombining,lg3,LOC105199463,non-significant,Non-diff
recombining,lg3,LOC105199464,non-significant,Non-diff
recombining,lg3,LOC105199465,non-significant,Non-diff
recombining,lg3,LOC105199466,non-significant,Non-diff
recombining,lg3,LOC105199467,non-significant,Non-diff
recombining,lg3,LOC105199468,non-significant,Non-diff
recombining,lg3,LOC105199469,non-significant,Non-diff
recombining,lg3,LOC105199470,non-significant,Non-diff
recombining,lg3,LOC105199471,non-significant,Non-diff
recombining,lg3,LOC105199472,non-significant,Non-diff
recombining,lg3,LOC105204528,non-significant,Non-diff
recombining,lg3,LOC105204530,non-significant,Non-diff
recombining,lg3,LOC105204531,non-significant,Non-diff
recombining,lg3,LOC105204532,non-significant,Non-diff
recombining,lg3,LOC105204533,non-significant,Non-diff
recombining,lg3,LOC105204534,non-significant,Non-diff
recombining,lg3,LOC105204535,non-significant,Non-diff
recombining,lg3,LOC105204536,non-significant,Non-diff
recombining,lg3,LOC105204538,non-significant,Non-diff
recombining,lg3,LOC105204539,non-significant,Non-diff
recombining,lg3,LOC105204540,non-significant,Non-diff
recombining,lg3,LOC105204541,non-significant,Non-diff
recombining,lg3,LOC105204542,non-significant,Non-diff
recombining,lg3,LOC105204543,non-significant,Non-diff
recombining,lg3,LOC105204545,non-significant,Non-diff
recombining,lg3,LOC105204546,non-significant,Non-diff
recombining,lg3,LOC105204547,non-significant,Non-diff
recombining,lg3,LOC105204549,non-significant,Non-diff
recombining,lg3,LOC105204550,non-significant,Non-diff
recombining,lg3,LOC105204551,non-significant,Non-diff
recombining,lg3,LOC105204552,non-significant,Non-diff
recombining,lg3,LOC105204553,non-significant,Non-diff
recombining,lg3,LOC105204554,non-significant,Non-diff
recombining,lg3,LOC105204556,non-significant,Non-diff
recombining,lg3,LOC105204557,non-significant,Non-diff
recombining,lg3,LOC105204559,non-significant,Non-diff
recombining,lg3,LOC105204560,non-significant,Non-diff
recombining,lg3,LOC105204561,non-significant,Non-diff
recombining,lg3,LOC105204562,non-significant,Non-diff
recombining,lg3,LOC105204563,non-significant,Non-diff
recombining,lg3,LOC105204564,non-significant,Non-diff
recombining,lg3,LOC105204565,non-significant,Non-diff
recombining,lg3,LOC105204567,non-significant,Non-diff
recombining,lg3,LOC105204568,non-significant,Non-diff
recombining,lg3,LOC105204569,non-significant,Non-diff
recombining,lg3,LOC105204570,non-significant,Non-diff
recombining,lg3,LOC105204571,non-significant,Non-diff
recombining,lg3,LOC105204572,non-significant,Non-diff
recombining,lg3,LOC105204573,non-significant,Non-diff
recombining,lg3,LOC105204574,non-significant,Non-diff
recombining,lg3,LOC105204575,non-significant,Non-diff
recombining,lg3,LOC105204576,non-significant,Non-diff
recombining,lg3,LOC105204577,non-significant,Non-diff
recombining,lg3,LOC105204578,non-significant,Non-diff
recombining,lg3,LOC105204579,non-significant,Non-diff
recombining,lg3,LOC105204580,non-significant,Non-diff
recombining,lg3,LOC105204582,non-significant,Non-diff
recombining,lg3,LOC105204583,non-significant,Non-diff
recombining,lg3,LOC105204584,non-significant,Non-diff
recombining,lg3,LOC105204585,non-significant,Non-diff
recombining,lg3,LOC105204586,non-significant,Non-diff
recombining,lg3,LOC105204587,non-significant,Non-diff
recombining,lg3,LOC105204588,non-significant,Non-diff
recombining,lg3,LOC105204589,non-significant,Non-diff
recombining,lg3,LOC105204591,non-significant,Non-diff
recombining,lg3,LOC105204592,non-significant,Non-diff
recombining,lg3,LOC105204593,non-significant,Non-diff
recombining,lg3,LOC105204594,non-significant,Non-diff
recombining,lg3,LOC105204595,non-significant,Non-diff
recombining,lg3,LOC105204596,non-significant,Non-diff
recombining,lg3,LOC105204598,non-significant,Non-diff
recombining,lg3,LOC105204599,non-significant,Non-diff
recombining,lg3,LOC105204600,non-significant,Non-diff
recombining,lg3,LOC105204601,non-significant,Non-diff
recombining,lg3,LOC105204602,non-significant,Non-diff
recombining,lg3,LOC105204603,non-significant,Non-diff
recombining,lg3,LOC105204604,non-significant,Non-diff
recombining,lg3,LOC105204606,non-significant,Non-diff
recombining,lg3,LOC105204607,non-significant,Non-diff
recombining,lg3,LOC105204608,non-significant,Non-diff
recombining,lg3,LOC105204609,non-significant,Non-diff
recombining,lg3,LOC105204610,non-significant,Non-diff
recombining,lg3,LOC105204611,non-significant,Non-diff
recombining,lg3,LOC105204612,non-significant,Non-diff
recombining,lg3,LOC105204613,non-significant,Non-diff
recombining,lg3,LOC105204615,non-significant,Non-diff
recombining,lg3,LOC105204616,non-significant,Non-diff
recombining,lg3,LOC105204617,non-significant,Non-diff
recombining,lg3,LOC105204618,non-significant,Non-diff
recombining,lg3,LOC105204619,non-significant,Non-diff
recombining,lg3,LOC105204620,non-significant,Non-diff
recombining,lg3,LOC105204621,non-significant,Non-diff
recombining,lg3,LOC105204622,non-significant,Non-diff
recombining,lg3,LOC105204625,non-significant,Non-diff
recombining,lg3,LOC105204626,non-significant,Non-diff
recombining,lg3,LOC105204627,non-significant,Non-diff
recombining,lg3,LOC105204628,non-significant,Non-diff
recombining,lg3,LOC105204629,non-significant,Non-diff
recombining,lg3,LOC105204630,non-significant,Non-diff
recombining,lg3,LOC105204631,non-significant,Non-diff
recombining,lg3,LOC105204632,non-significant,Non-diff
recombining,lg3,LOC105204634,non-significant,Non-diff
recombining,lg3,LOC105204635,non-significant,Non-diff
recombining,lg3,LOC105204636,non-significant,Non-diff
recombining,lg3,LOC105204637,non-significant,Non-diff
recombining,lg3,LOC105204638,non-significant,Non-diff
recombining,lg3,LOC105204639,non-significant,Non-diff
recombining,lg3,LOC105204641,non-significant,Non-diff
recombining,lg3,LOC105204642,non-significant,Non-diff
recombining,lg3,LOC105204643,non-significant,Non-diff
recombining,lg3,LOC105204644,non-significant,Non-diff
recombining,lg3,LOC105204645,non-significant,Non-diff
recombining,lg3,LOC105204646,non-significant,Non-diff
recombining,lg3,LOC105204647,non-significant,Non-diff
recombining,lg3,LOC105204648,non-significant,Non-diff
recombining,lg3,LOC105204649,non-significant,Non-diff
recombining,lg3,LOC105204650,non-significant,Non-diff
recombining,lg3,LOC105204651,non-significant,Non-diff
recombining,lg3,LOC105204652,non-significant,Non-diff
recombining,lg3,LOC105204654,non-significant,Non-diff
recombining,lg3,LOC105204655,non-significant,Non-diff
recombining,lg3,LOC105204656,non-significant,Non-diff
recombining,lg3,LOC105204657,non-significant,Non-diff
recombining,lg3,LOC105204658,non-significant,Non-diff
recombining,lg3,LOC105204659,non-significant,Non-diff
recombining,lg3,LOC105204660,non-significant,Non-diff
recombining,lg3,LOC105204662,non-significant,Non-diff
recombining,lg3,LOC105204663,significant,Poly
recombining,lg3,LOC105204664,non-significant,Non-diff
recombining,lg3,LOC105204665,non-significant,Non-diff
recombining,lg3,LOC105204666,non-significant,Non-diff
recombining,lg3,LOC105204667,non-significant,Non-diff
recombining,lg3,LOC105204668,non-significant,Non-diff
recombining,lg3,LOC105204670,non-significant,Non-diff
recombining,lg3,LOC105204671,non-significant,Non-diff
recombining,lg3,LOC105204672,non-significant,Non-diff
recombining,lg3,LOC105204673,non-significant,Non-diff
recombining,lg3,LOC105204674,non-significant,Non-diff
recombining,lg3,LOC105204675,non-significant,Non-diff
recombining,lg3,LOC105204676,non-significant,Non-diff
recombining,lg3,LOC105204677,non-significant,Non-diff
recombining,lg3,LOC105204678,non-significant,Non-diff
recombining,lg3,LOC105204679,non-significant,Non-diff
recombining,lg3,LOC105204680,non-significant,Non-diff
recombining,lg3,LOC105204681,non-significant,Non-diff
recombining,lg3,LOC105204682,non-significant,Non-diff
recombining,lg3,LOC105204683,non-significant,Non-diff
recombining,lg3,LOC105204685,non-significant,Non-diff
recombining,lg3,LOC105204686,non-significant,Non-diff
recombining,lg3,LOC105204687,non-significant,Non-diff
recombining,lg3,LOC105204688,non-significant,Non-diff
recombining,lg3,LOC105204689,non-significant,Non-diff
recombining,lg3,LOC105204690,non-significant,Non-diff
recombining,lg3,LOC105204691,non-significant,Non-diff
recombining,lg3,LOC105204692,non-significant,Non-diff
recombining,lg3,LOC105204694,non-significant,Non-diff
recombining,lg3,LOC105204695,non-significant,Non-diff
recombining,lg3,LOC105204696,non-significant,Non-diff
recombining,lg3,LOC105204697,non-significant,Non-diff
recombining,lg3,LOC105204698,non-significant,Non-diff
recombining,lg3,LOC105204699,non-significant,Non-diff
recombining,lg3,LOC105204700,non-significant,Non-diff
recombining,lg3,LOC105204701,non-significant,Non-diff
recombining,lg3,LOC105204702,non-significant,Non-diff
recombining,lg3,LOC105204705,non-significant,Non-diff
recombining,lg3,LOC105204706,non-significant,Non-diff
recombining,lg3,LOC105204707,non-significant,Non-diff
recombining,lg3,LOC105204708,non-significant,Non-diff
recombining,lg3,Trnam-cau,non-significant,Non-diff
recombining,lg4,LOC105200330,non-significant,Non-diff
recombining,lg4,LOC105200331,non-significant,Non-diff
recombining,lg4,LOC105200332,non-significant,Non-diff
recombining,lg4,LOC105200333,non-significant,Non-diff
recombining,lg4,LOC105200334,non-significant,Non-diff
recombining,lg4,LOC105200335,non-significant,Non-diff
recombining,lg4,LOC105200337,non-significant,Non-diff
recombining,lg4,LOC105200338,non-significant,Non-diff
recombining,lg4,LOC105200339,non-significant,Non-diff
recombining,lg4,LOC105200340,non-significant,Non-diff
recombining,lg4,LOC105200341,non-significant,Non-diff
recombining,lg4,LOC105200342,non-significant,Non-diff
recombining,lg4,LOC105200343,non-significant,Non-diff
recombining,lg4,LOC105200344,non-significant,Non-diff
recombining,lg4,LOC105200345,non-significant,Non-diff
recombining,lg4,LOC105200346,non-significant,Non-diff
recombining,lg4,LOC105200348,non-significant,Non-diff
recombining,lg4,LOC105200349,non-significant,Non-diff
recombining,lg4,LOC105200350,non-significant,Non-diff
recombining,lg4,LOC105200351,non-significant,Non-diff
recombining,lg4,LOC105200352,non-significant,Non-diff
recombining,lg4,LOC105200353,non-significant,Non-diff
recombining,lg4,LOC105200355,non-significant,Non-diff
recombining,lg4,LOC105200356,non-significant,Non-diff
recombining,lg4,LOC105200357,non-significant,Non-diff
recombining,lg4,LOC105200358,non-significant,Non-diff
recombining,lg4,LOC105200360,non-significant,Non-diff
recombining,lg4,LOC105200361,non-significant,Non-diff
recombining,lg4,LOC105200362,non-significant,Non-diff
recombining,lg4,LOC105200363,non-significant,Non-diff
recombining,lg4,LOC105200365,non-significant,Non-diff
recombining,lg4,LOC105200366,non-significant,Non-diff
recombining,lg4,LOC105200367,non-significant,Non-diff
recombining,lg4,LOC105200368,non-significant,Non-diff
recombining,lg4,LOC105200369,non-significant,Non-diff
recombining,lg4,LOC105200370,significant,Poly
recombining,lg4,LOC105200371,non-significant,Non-diff
recombining,lg4,LOC105200372,non-significant,Non-diff
recombining,lg4,LOC105200373,non-significant,Non-diff
recombining,lg4,LOC105200374,non-significant,Non-diff
recombining,lg4,LOC105200375,non-significant,Non-diff
recombining,lg4,LOC105200376,non-significant,Non-diff
recombining,lg4,LOC105200378,non-significant,Non-diff
recombining,lg4,LOC105200379,non-significant,Non-diff
recombining,lg4,LOC105200380,non-significant,Non-diff
recombining,lg4,LOC105200381,non-significant,Non-diff
recombining,lg4,LOC105200382,non-significant,Non-diff
recombining,lg4,LOC105200383,non-significant,Non-diff
recombining,lg4,LOC105200384,non-significant,Non-diff
recombining,lg4,LOC105200386,non-significant,Non-diff
recombining,lg4,LOC105200387,non-significant,Non-diff
recombining,lg4,LOC105200388,non-significant,Non-diff
recombining,lg4,LOC105200389,non-significant,Non-diff
recombining,lg4,LOC105200391,non-significant,Non-diff
recombining,lg4,LOC105200392,non-significant,Non-diff
recombining,lg4,LOC105200393,non-significant,Non-diff
recombining,lg4,LOC105200394,non-significant,Non-diff
recombining,lg4,LOC105200395,non-significant,Non-diff
recombining,lg4,LOC105200396,non-significant,Non-diff
recombining,lg4,LOC105200397,non-significant,Non-diff
recombining,lg4,LOC105200398,non-significant,Non-diff
recombining,lg4,LOC105200399,non-significant,Non-diff
recombining,lg4,LOC105200400,non-significant,Non-diff
recombining,lg4,LOC105200402,non-significant,Non-diff
recombining,lg4,LOC105200403,non-significant,Non-diff
recombining,lg4,LOC105200404,non-significant,Non-diff
recombining,lg4,LOC105200405,non-significant,Non-diff
recombining,lg4,LOC105200406,non-significant,Non-diff
recombining,lg4,LOC105200408,non-significant,Non-diff
recombining,lg4,LOC105200409,non-significant,Non-diff
recombining,lg4,LOC105200410,non-significant,Non-diff
recombining,lg4,LOC105200411,non-significant,Non-diff
recombining,lg4,LOC105200412,non-significant,Non-diff
recombining,lg4,LOC105200414,non-significant,Non-diff
recombining,lg4,LOC105200415,non-significant,Non-diff
recombining,lg4,LOC105200416,non-significant,Non-diff
recombining,lg4,LOC105200418,non-significant,Non-diff
recombining,lg4,LOC105200419,non-significant,Non-diff
recombining,lg4,LOC105200420,non-significant,Non-diff
recombining,lg4,LOC105200421,non-significant,Non-diff
recombining,lg4,LOC105200422,non-significant,Non-diff
recombining,lg4,LOC105200424,non-significant,Non-diff
recombining,lg4,LOC105200425,non-significant,Non-diff
recombining,lg4,LOC105200426,non-significant,Non-diff
recombining,lg4,LOC105200427,non-significant,Non-diff
recombining,lg4,LOC105200428,non-significant,Non-diff
recombining,lg4,LOC105200429,non-significant,Non-diff
recombining,lg4,LOC105200430,non-significant,Non-diff
recombining,lg4,LOC105200431,non-significant,Non-diff
recombining,lg4,LOC105200432,non-significant,Non-diff
recombining,lg4,LOC105200433,non-significant,Non-diff
recombining,lg4,LOC105200435,non-significant,Non-diff
recombining,lg4,LOC105200436,non-significant,Non-diff
recombining,lg4,LOC105200437,non-significant,Non-diff
recombining,lg4,LOC105200438,non-significant,Non-diff
recombining,lg4,LOC105200439,non-significant,Non-diff
recombining,lg4,LOC105200440,non-significant,Non-diff
recombining,lg4,Trnaa-cgc,non-significant,Non-diff
recombining,lg4,Trnag-gcc,non-significant,Non-diff
recombining,lg4,Trnai-aau,non-significant,Non-diff
recombining,lg4,LOC105207428,non-significant,Non-diff
recombining,lg4,LOC105207429,non-significant,Non-diff
recombining,lg4,LOC105196297,non-significant,Non-diff
recombining,lg4,LOC105196298,non-significant,Non-diff
recombining,lg4,LOC105196299,non-significant,Non-diff
recombining,lg4,LOC105196301,non-significant,Non-diff
recombining,lg4,LOC105196302,non-significant,Non-diff
recombining,lg4,LOC105196303,non-significant,Non-diff
recombining,lg4,LOC105196304,non-significant,Non-diff
recombining,lg4,LOC105196305,non-significant,Non-diff
recombining,lg4,LOC105196306,non-significant,Non-diff
recombining,lg4,LOC105196307,non-significant,Non-diff
recombining,lg4,LOC105196308,non-significant,Non-diff
recombining,lg4,LOC105196310,non-significant,Non-diff
recombining,lg4,LOC105196311,non-significant,Non-diff
recombining,lg4,LOC105196312,non-significant,Non-diff
recombining,lg4,LOC105196313,non-significant,Non-diff
recombining,lg4,LOC105196314,non-significant,Non-diff
recombining,lg4,LOC105196315,non-significant,Non-diff
recombining,lg4,LOC105196319,non-significant,Non-diff
recombining,lg4,LOC105196320,non-significant,Non-diff
recombining,lg4,LOC105196321,non-significant,Non-diff
recombining,lg4,LOC105196322,non-significant,Non-diff
recombining,lg4,LOC105196323,non-significant,Non-diff
recombining,lg4,LOC105196324,non-significant,Non-diff
recombining,lg4,LOC105196325,non-significant,Non-diff
recombining,lg4,LOC105196326,non-significant,Non-diff
recombining,lg4,LOC105196328,non-significant,Non-diff
recombining,lg4,LOC105196329,non-significant,Non-diff
recombining,lg4,LOC105196330,non-significant,Non-diff
recombining,lg4,LOC105196331,non-significant,Non-diff
recombining,lg4,LOC105196332,non-significant,Non-diff
recombining,lg4,LOC105196333,non-significant,Non-diff
recombining,lg4,LOC105196335,non-significant,Non-diff
recombining,lg4,LOC105196336,non-significant,Non-diff
recombining,lg4,LOC105196337,non-significant,Non-diff
recombining,lg4,LOC105196338,non-significant,Non-diff
recombining,lg4,LOC105196339,non-significant,Non-diff
recombining,lg4,LOC105196340,non-significant,Non-diff
recombining,lg4,LOC105196341,non-significant,Non-diff
recombining,lg4,LOC105196343,non-significant,Non-diff
recombining,lg4,LOC105196344,non-significant,Non-diff
recombining,lg4,LOC105196346,non-significant,Non-diff
recombining,lg4,LOC105196347,non-significant,Non-diff
recombining,lg4,LOC105196348,non-significant,Non-diff
recombining,lg4,LOC105196350,non-significant,Non-diff
recombining,lg4,LOC105196351,significant,Poly
recombining,lg4,LOC105196352,non-significant,Non-diff
recombining,lg4,LOC105196353,non-significant,Non-diff
recombining,lg4,LOC105196354,non-significant,Non-diff
recombining,lg4,LOC105196355,non-significant,Non-diff
recombining,lg4,LOC105196357,significant,Poly
recombining,lg4,LOC105196358,non-significant,Non-diff
recombining,lg4,LOC105196359,non-significant,Non-diff
recombining,lg4,LOC105196360,non-significant,Non-diff
recombining,lg4,LOC105196361,non-significant,Non-diff
recombining,lg4,LOC105196362,non-significant,Non-diff
recombining,lg4,LOC105196364,significant,Poly
recombining,lg4,LOC105196365,non-significant,Non-diff
recombining,lg4,LOC105196366,non-significant,Non-diff
recombining,lg4,LOC105196367,non-significant,Non-diff
recombining,lg4,LOC105196368,non-significant,Non-diff
recombining,lg4,LOC105196369,non-significant,Non-diff
recombining,lg4,LOC105196370,non-significant,Non-diff
recombining,lg4,LOC105196372,non-significant,Non-diff
recombining,lg4,LOC105196373,non-significant,Non-diff
recombining,lg4,LOC105196374,non-significant,Non-diff
recombining,lg4,LOC105196375,non-significant,Non-diff
recombining,lg4,LOC105196376,non-significant,Non-diff
recombining,lg4,LOC105196377,non-significant,Non-diff
recombining,lg4,LOC105196378,non-significant,Non-diff
recombining,lg4,LOC105196379,non-significant,Non-diff
recombining,lg4,LOC105196380,non-significant,Non-diff
recombining,lg4,LOC105196381,non-significant,Non-diff
recombining,lg4,LOC105196382,non-significant,Non-diff
recombining,lg4,LOC105196383,non-significant,Non-diff
recombining,lg4,LOC105196384,non-significant,Non-diff
recombining,lg4,LOC105196385,non-significant,Non-diff
recombining,lg4,LOC105196386,non-significant,Non-diff
recombining,lg4,LOC105196387,non-significant,Non-diff
recombining,lg4,LOC105196388,non-significant,Non-diff
recombining,lg4,LOC105196390,non-significant,Non-diff
recombining,lg4,LOC105196391,non-significant,Non-diff
recombining,lg4,LOC105196392,non-significant,Non-diff
recombining,lg4,LOC105196393,non-significant,Non-diff
recombining,lg4,LOC105196394,non-significant,Non-diff
recombining,lg4,LOC105196395,non-significant,Non-diff
recombining,lg4,LOC105196396,non-significant,Non-diff
recombining,lg4,LOC105196397,non-significant,Non-diff
recombining,lg4,LOC105196398,non-significant,Non-diff
recombining,lg4,LOC105196399,non-significant,Non-diff
recombining,lg4,LOC105196400,non-significant,Non-diff
recombining,lg4,LOC105196401,non-significant,Non-diff
recombining,lg4,LOC105196402,non-significant,Non-diff
recombining,lg4,LOC105196403,non-significant,Non-diff
recombining,lg4,LOC105196404,non-significant,Non-diff
recombining,lg4,LOC105196405,non-significant,Non-diff
recombining,lg4,LOC105196406,non-significant,Non-diff
recombining,lg4,Trnaf-gaa,non-significant,Non-diff
recombining,lg4,LOC105200124,non-significant,Non-diff
recombining,lg4,LOC105200125,non-significant,Non-diff
recombining,lg4,LOC105200126,non-significant,Non-diff
recombining,lg4,LOC105200127,non-significant,Non-diff
recombining,lg4,LOC105200128,non-significant,Non-diff
recombining,lg4,LOC105200130,non-significant,Non-diff
recombining,lg4,LOC105200131,non-significant,Non-diff
recombining,lg4,LOC105200132,non-significant,Non-diff
recombining,lg4,LOC105200133,non-significant,Non-diff
recombining,lg4,LOC105200134,non-significant,Non-diff
recombining,lg4,LOC105200135,non-significant,Non-diff
recombining,lg4,LOC105200136,non-significant,Non-diff
recombining,lg4,LOC105200137,non-significant,Non-diff
recombining,lg4,LOC105200138,non-significant,Non-diff
recombining,lg4,LOC105200139,non-significant,Non-diff
recombining,lg4,LOC105200140,non-significant,Non-diff
recombining,lg4,LOC105200141,non-significant,Non-diff
recombining,lg4,LOC105200142,non-significant,Non-diff
recombining,lg4,LOC105200143,non-significant,Non-diff
recombining,lg4,LOC105200144,non-significant,Non-diff
recombining,lg4,LOC105200145,non-significant,Non-diff
recombining,lg4,LOC105200146,non-significant,Non-diff
recombining,lg4,LOC105200147,non-significant,Non-diff
recombining,lg4,LOC105200148,non-significant,Non-diff
recombining,lg4,LOC105200149,non-significant,Non-diff
recombining,lg4,LOC105200150,non-significant,Non-diff
recombining,lg4,LOC105200151,non-significant,Non-diff
recombining,lg4,LOC105200152,non-significant,Non-diff
recombining,lg4,LOC105200153,non-significant,Non-diff
recombining,lg4,LOC105200154,non-significant,Non-diff
recombining,lg4,LOC105200155,non-significant,Non-diff
recombining,lg4,LOC105200156,non-significant,Non-diff
recombining,lg4,LOC105200157,non-significant,Non-diff
recombining,lg4,LOC105200158,non-significant,Non-diff
recombining,lg4,LOC105200159,non-significant,Non-diff
recombining,lg4,LOC105200160,non-significant,Non-diff
recombining,lg4,LOC105200161,non-significant,Non-diff
recombining,lg4,LOC105200162,non-significant,Non-diff
recombining,lg4,LOC105200163,non-significant,Non-diff
recombining,lg4,LOC105200164,non-significant,Non-diff
recombining,lg4,LOC105200165,non-significant,Non-diff
recombining,lg4,LOC105200166,non-significant,Non-diff
recombining,lg4,Trnak-uuu,non-significant,Non-diff
recombining,lg4,LOC105194862,non-significant,Non-diff
recombining,lg4,LOC105194863,non-significant,Non-diff
recombining,lg4,LOC105194865,non-significant,Non-diff
recombining,lg4,LOC105194866,non-significant,Non-diff
recombining,lg4,LOC105194867,non-significant,Non-diff
recombining,lg4,LOC105194868,non-significant,Non-diff
recombining,lg4,LOC105194869,non-significant,Non-diff
recombining,lg4,LOC105194870,non-significant,Non-diff
recombining,lg4,LOC105194871,non-significant,Non-diff
recombining,lg4,LOC105194873,non-significant,Non-diff
recombining,lg4,LOC105194874,non-significant,Non-diff
recombining,lg4,LOC105194875,non-significant,Non-diff
recombining,lg4,LOC105194876,non-significant,Non-diff
recombining,lg4,LOC105194877,non-significant,Non-diff
recombining,lg4,LOC105194879,non-significant,Non-diff
recombining,lg4,LOC105194880,non-significant,Non-diff
recombining,lg4,LOC105194881,non-significant,Non-diff
recombining,lg4,LOC105194882,non-significant,Non-diff
recombining,lg4,LOC105194883,non-significant,Non-diff
recombining,lg4,LOC105194884,non-significant,Non-diff
recombining,lg4,LOC105194885,non-significant,Non-diff
recombining,lg4,LOC105194886,non-significant,Non-diff
recombining,lg4,LOC105194888,non-significant,Non-diff
recombining,lg4,LOC105194889,non-significant,Non-diff
recombining,lg4,LOC105194890,non-significant,Non-diff
recombining,lg4,LOC105194891,non-significant,Non-diff
recombining,lg4,LOC105194892,non-significant,Non-diff
recombining,lg4,LOC105194893,non-significant,Non-diff
recombining,lg4,LOC105194895,non-significant,Non-diff
recombining,lg4,LOC105194896,non-significant,Non-diff
recombining,lg4,LOC105194897,non-significant,Non-diff
recombining,lg4,LOC105194898,non-significant,Non-diff
recombining,lg4,LOC105194899,non-significant,Non-diff
recombining,lg4,LOC105194900,non-significant,Non-diff
recombining,lg4,LOC105194901,non-significant,Non-diff
recombining,lg4,LOC105194903,non-significant,Non-diff
recombining,lg4,LOC105194904,non-significant,Non-diff
recombining,lg4,LOC105194907,non-significant,Non-diff
recombining,lg4,LOC105194908,non-significant,Non-diff
recombining,lg4,LOC105194909,non-significant,Non-diff
recombining,lg4,LOC105194910,non-significant,Non-diff
recombining,lg4,LOC105194911,non-significant,Non-diff
recombining,lg4,LOC105194912,non-significant,Non-diff
recombining,lg4,LOC105194913,non-significant,Non-diff
recombining,lg4,LOC105194914,non-significant,Non-diff
recombining,lg4,LOC105194915,non-significant,Non-diff
recombining,lg4,LOC105194916,non-significant,Non-diff
recombining,lg4,LOC105194917,non-significant,Non-diff
recombining,lg4,LOC105194918,non-significant,Non-diff
recombining,lg4,LOC105194919,non-significant,Non-diff
recombining,lg4,LOC105194920,non-significant,Non-diff
recombining,lg4,LOC105194921,non-significant,Non-diff
recombining,lg4,LOC105194922,non-significant,Non-diff
recombining,lg4,LOC105194923,non-significant,Non-diff
recombining,lg4,LOC105194924,non-significant,Non-diff
recombining,lg4,LOC105194925,non-significant,Non-diff
recombining,lg4,LOC105194926,non-significant,Non-diff
recombining,lg4,LOC105194927,non-significant,Non-diff
recombining,lg4,LOC105194929,non-significant,Non-diff
recombining,lg4,LOC105194930,non-significant,Non-diff
recombining,lg4,LOC105194931,non-significant,Non-diff
recombining,lg4,LOC105194932,non-significant,Non-diff
recombining,lg4,LOC105194933,non-significant,Non-diff
recombining,lg4,LOC105194934,non-significant,Non-diff
recombining,lg4,LOC105194935,non-significant,Non-diff
recombining,lg4,LOC105194936,non-significant,Non-diff
recombining,lg4,LOC105194937,non-significant,Non-diff
recombining,lg4,LOC105194938,non-significant,Non-diff
